CustomerKey,Customer City,CustomerCountry,CustomerAlternateKey,FullName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EducationLevel,Occupation,HouseOwnerFlag,NumberCarsOwned,DateFirstPurchase
16966,Lincoln Acres,United States,AW00016966,Amanda Diaz,1972-12-08,Married,Female,40000.00,5,5,High School,Skilled Manual,0,3,2022-12-17
16967,Oregon City,United States,AW00016967,Noah Hernandez,1975-08-15,Single,Male,70000.00,3,0,Graduate Degree,Professional,1,0,2022-11-10
16968,San Diego,United States,AW00016968,Ian Griffin,1975-08-15,Single,Male,80000.00,2,0,Graduate Degree,Professional,1,0,2022-11-18
16969,Santa Monica,United States,AW00016969,Jackson Turner,1976-03-01,Married,Male,80000.00,2,0,Graduate Degree,Professional,1,0,2022-11-17
16970,Redmond,United States,AW00016970,Katherine Foster,1978-08-12,Single,Female,50000.00,2,2,Bachelors,Skilled Manual,1,1,2022-04-12
16971,Issaquah,United States,AW00016971,Alexia Bryant,1973-03-16,Single,Female,50000.00,2,2,Bachelors,Skilled Manual,0,1,2022-06-25
16972,Lake Oswego,United States,AW00016972,Lucas Hernandez,1983-10-04,Single,Male,50000.00,2,2,Bachelors,Skilled Manual,1,1,2022-04-12
16973,Bellflower,United States,AW00016973,Katherine Collins,1972-09-23,Single,Female,50000.00,2,2,Bachelors,Skilled Manual,1,1,2022-04-16
16974,Burien,United States,AW00016974,Paige Rivera,1978-06-24,Single,Female,50000.00,2,2,Bachelors,Skilled Manual,1,1,2022-04-09
16975,Salem,United States,AW00016975,Benjamin Lee,1971-12-08,Married,Male,60000.00,3,3,Bachelors,Skilled Manual,1,0,2022-09-06
16976,Berkeley,United States,AW00016976,Sandra Xu,1971-09-07,Single,Female,60000.00,3,3,Bachelors,Skilled Manual,0,0,2022-03-31
16977,El Cajon,United States,AW00016977,Noah Adams,1972-04-04,Single,Male,60000.00,0,0,Graduate Degree,Professional,1,0,2022-05-08
16978,Tacoma,United States,AW00016978,Jeremy Rivera,1971-10-02,Married,Male,60000.00,0,0,Graduate Degree,Professional,1,0,2022-03-12
16979,Lincoln Acres,United States,AW00016979,Kaitlyn Rogers,1972-01-31,Single,Female,70000.00,4,0,Graduate Degree,Professional,1,0,2022-11-13
16980,Tacoma,United States,AW00016980,Jill Moore,1971-10-06,Married,Female,70000.00,4,0,Graduate Degree,Professional,1,0,2022-04-11
16981,Lake Oswego,United States,AW00016981,Hunter Simmons,1975-01-13,Married,Male,70000.00,5,0,Graduate Degree,Professional,1,0,2022-11-17
16982,Beverly Hills,United States,AW00016982,Jillian Lopez,1980-03-03,Married,Female,70000.00,5,5,Graduate Degree,Professional,1,2,2022-01-28
16983,Woodland Hills,United States,AW00016983,Gabriel Collins,1974-09-02,Married,Male,80000.00,3,0,Graduate Degree,Professional,1,0,2022-11-23
16984,Concord,United States,AW00016984,Rodney Moreno,1976-01-01,Single,Male,40000.00,0,0,Bachelors,Professional,1,1,2022-05-15
16985,Oregon City,United States,AW00016985,Adam Li,1976-09-30,Single,Male,80000.00,3,3,Bachelors,Skilled Manual,1,1,2022-08-25
16986,Milwaukie,United States,AW00016986,Sara Adams,1970-08-04,Single,Female,80000.00,3,3,Bachelors,Skilled Manual,1,1,2022-07-03
16987,Port Hammond,Canada,AW00016987,Miguel Clark,1970-10-07,Single,Male,80000.00,3,3,Bachelors,Skilled Manual,1,2,2022-08-13
16988,Oakland,United States,AW00016988,Brian Bailey,1976-04-15,Single,Male,80000.00,3,3,Bachelors,Skilled Manual,0,2,2022-12-01
16989,Everett,United States,AW00016989,Emma Richardson,1976-09-16,Single,Female,80000.00,3,3,Bachelors,Skilled Manual,1,2,2022-11-26
16990,San Diego,United States,AW00016990,Zachary Griffin,1971-01-18,Married,Male,60000.00,0,0,Graduate Degree,Professional,1,0,2022-06-27
16991,Edmonds,United States,AW00016991,Brianna Henderson,1970-03-21,Single,Female,60000.00,4,4,Bachelors,Skilled Manual,1,2,2022-03-21
16992,Chula Vista,United States,AW00016992,Lucas Watson,1981-03-12,Single,Male,60000.00,4,4,Bachelors,Skilled Manual,1,2,2022-03-31
16993,Beaverton,United States,AW00016993,Russell Rai,1975-08-15,Married,Male,60000.00,4,4,Bachelors,Skilled Manual,1,3,2022-06-25
16994,Concord,United States,AW00016994,Deanna Torres,1969-12-14,Single,Female,60000.00,5,5,Bachelors,Skilled Manual,1,1,2022-08-31
16995,Shawnee,Canada,AW00016995,Taylor Hall,1970-01-18,Single,Female,60000.00,5,5,Bachelors,Skilled Manual,1,3,2022-06-11
16996,Royal Oak,Canada,AW00016996,Destiny Walker,1970-01-11,Single,Female,60000.00,5,5,Bachelors,Skilled Manual,1,3,2022-06-15
16997,Santa Monica,United States,AW00016997,Natalie Allen,1969-10-22,Single,Female,60000.00,4,2,Bachelors,Skilled Manual,0,2,2022-05-19
16998,Bremerton,United States,AW00016998,Jennifer Lopez,1975-07-08,Single,Female,60000.00,4,2,Bachelors,Skilled Manual,0,2,2022-05-18
16999,West Covina,United States,AW00016999,Chloe Kelly,1975-04-15,Single,Female,60000.00,4,2,Bachelors,Skilled Manual,0,2,2022-05-12
17000,Chula Vista,United States,AW00017000,Miranda Henderson,1968-12-30,Single,Female,70000.00,4,2,Bachelors,Skilled Manual,1,2,2022-11-12
17001,Sedro Woolley,United States,AW00017001,Ashley Moore,1969-03-01,Single,Female,70000.00,4,2,Bachelors,Skilled Manual,0,2,2022-11-07
17002,Oregon City,United States,AW00017002,Dylan Martin,1974-12-11,Single,Male,70000.00,4,2,Bachelors,Professional,1,2,2022-11-18
17003,Berkeley,United States,AW00017003,Joanna Dominguez,1969-04-26,Single,Female,70000.00,4,2,Bachelors,Professional,0,2,2022-10-29
17004,Beverly Hills,United States,AW00017004,Krista Torres,1979-11-01,Single,Female,70000.00,4,2,Bachelors,Professional,1,2,2022-11-01
17005,Chula Vista,United States,AW00017005,Priscilla Anand,1968-07-18,Single,Female,70000.00,4,2,Bachelors,Professional,1,2,2022-11-21
17006,Woodburn,United States,AW00017006,Hunter Williams,1968-08-06,Married,Male,70000.00,4,2,Bachelors,Professional,1,2,2022-11-22
17007,Daly City,United States,AW00017007,Samuel Hayes,1973-12-19,Single,Male,70000.00,0,0,Bachelors,Professional,0,1,2022-11-11
17008,National City,United States,AW00017008,Connor Turner,1973-10-26,Single,Male,70000.00,0,0,Bachelors,Professional,0,1,2022-11-15
17009,National City,United States,AW00017009,Wyatt Butler,1974-04-25,Single,Male,70000.00,0,0,Bachelors,Professional,1,1,2022-11-08
17010,San Gabriel,United States,AW00017010,Brianna James,1973-10-25,Single,Female,70000.00,0,0,Bachelors,Professional,1,1,2022-11-15
17011,Spring Valley,United States,AW00017011,Sara Hill,1979-04-17,Married,Female,60000.00,2,2,Graduate Degree,Professional,1,0,2022-05-08
17012,Lakewood,United States,AW00017012,Joan Collins,1969-04-17,Married,Female,60000.00,3,2,Graduate Degree,Professional,1,0,2022-05-25
17013,Salem,United States,AW00017013,Gabriella Mitchell,1967-09-06,Single,Female,70000.00,1,0,Bachelors,Professional,0,1,2022-11-18
17014,Santa Cruz,United States,AW00017014,Michael Harris,1973-10-23,Single,Male,70000.00,1,0,Bachelors,Professional,1,1,2022-02-11
17015,Tacoma,United States,AW00017015,Kelly Patterson,1967-11-02,Single,Female,70000.00,1,0,Bachelors,Professional,1,1,2022-05-03
17016,San Francisco,United States,AW00017016,Hailey Hughes,1968-02-21,Single,Female,70000.00,1,0,Bachelors,Professional,0,1,2022-02-16
17017,Puyallup,United States,AW00017017,Jeremiah Jones,1967-11-01,Married,Male,70000.00,1,0,Partial College,Skilled Manual,1,1,2022-11-28
17018,Cedar Park,United States,AW00017018,Mandy Guo,1972-06-10,Married,Female,40000.00,4,3,High School,Skilled Manual,1,3,2022-05-09
17019,Beaverton,United States,AW00017019,Andrea Hall,1977-11-20,Married,Female,40000.00,4,3,High School,Skilled Manual,1,4,2022-11-30
17020,Edmonds,United States,AW00017020,Ashley Bryant,1967-02-18,Married,Female,40000.00,4,2,High School,Skilled Manual,1,2,2022-05-02
17021,La Jolla,United States,AW00017021,Nicole Reed,1967-01-03,Married,Female,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-05-21
17022,San Gabriel,United States,AW00017022,Karen Morgan,1972-04-07,Married,Female,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-05-29
17023,Victoria,Canada,AW00017023,Jeremiah Harris,1971-07-13,Married,Male,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-06-12
17024,Lemon Grove,United States,AW00017024,Jacqueline Diaz,1966-05-11,Married,Female,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-05-09
17025,Haney,Canada,AW00017025,Ryan Taylor,1972-10-29,Single,Male,50000.00,0,0,Partial College,Skilled Manual,0,1,2022-07-15
17026,Port Hammond,Canada,AW00017026,Jordan Li,1973-01-09,Single,Male,50000.00,0,0,Partial College,Skilled Manual,0,1,2022-02-28
17027,Westminster,Canada,AW00017027,Brianna Taylor,1972-12-24,Single,Female,50000.00,0,0,Partial College,Skilled Manual,0,1,2022-02-02
17028,Renton,United States,AW00017028,Grace Richardson,1977-04-22,Married,Female,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-05-20
17029,Burbank,United States,AW00017029,Suzanne Xu,1977-06-20,Married,Female,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-05-27
17030,Los Angeles,United States,AW00017030,Emily Russell,1970-02-21,Married,Female,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-05-06
17031,Fremont,United States,AW00017031,Grace Thomas,1965-05-24,Married,Female,60000.00,5,4,Bachelors,Professional,1,1,2022-04-09
17032,Burbank,United States,AW00017032,Alexandria Flores,1965-05-05,Married,Female,60000.00,5,4,Bachelors,Professional,1,1,2022-10-13
17033,Chula Vista,United States,AW00017033,Carson Long,1970-08-18,Single,Male,60000.00,5,4,Bachelors,Professional,1,1,2022-04-13
17034,Metchosin,Canada,AW00017034,Lauren Clark,1964-10-09,Single,Female,60000.00,4,3,Bachelors,Professional,1,0,2022-07-28
17035,Yakima,United States,AW00017035,Jordan Flores,1965-04-20,Married,Male,60000.00,4,3,Bachelors,Professional,1,1,2022-02-15
17036,Cliffside,Canada,AW00017036,Savannah Perez,1970-07-16,Married,Female,70000.00,5,5,Graduate Degree,Professional,0,3,2022-02-20
17037,Cliffside,Canada,AW00017037,Kenneth Nath,1965-05-10,Married,Male,80000.00,4,0,Graduate Degree,Professional,1,0,2022-09-04
17038,Coronado,United States,AW00017038,Ernest Wang,1964-08-06,Single,Male,80000.00,4,0,Graduate Degree,Professional,1,0,2022-11-02
17039,Long Beach,United States,AW00017039,Ariana Watson,1963-10-14,Married,Female,60000.00,1,0,Bachelors,Professional,1,1,2022-05-06
17040,Everett,United States,AW00017040,Adam Henderson,1969-08-23,Married,Male,60000.00,1,0,Bachelors,Professional,1,1,2022-05-26
17041,Olympia,United States,AW00017041,Connor Perry,1963-11-11,Married,Male,60000.00,1,0,Bachelors,Professional,1,1,2022-05-21
17042,Tacoma,United States,AW00017042,Tyler Jackson,1975-04-19,Married,Male,60000.00,1,0,Bachelors,Professional,1,1,2022-05-27
17043,Marysville,United States,AW00017043,Isabella Bennett,1974-09-22,Married,Female,60000.00,1,0,Bachelors,Professional,1,1,2022-05-02
17044,Renton,United States,AW00017044,Ana Hayes,1964-05-25,Married,Female,80000.00,5,4,Graduate Degree,Management,1,0,2022-09-14
17045,Melbourne,Australia,AW00017045,Derek Goel,1980-07-05,Single,Male,90000.00,1,0,Graduate Degree,Management,1,0,2020-02-19
17046,Newcastle,Australia,AW00017046,Preston Sai,1975-03-06,Married,Male,90000.00,1,0,Graduate Degree,Management,1,0,2020-02-21
17047,Caloundra,Australia,AW00017047,Kendra Rubio,1980-08-12,Married,Female,90000.00,1,0,Graduate Degree,Management,1,0,2020-02-02
17048,Darlinghurst,Australia,AW00017048,Natasha Gutierrez,1986-03-14,Single,Female,90000.00,1,0,Graduate Degree,Management,1,0,2020-02-20
17049,Goulburn,Australia,AW00017049,Krystal Lu,1974-10-05,Married,Female,100000.00,1,0,Graduate Degree,Management,0,0,2020-02-27
17050,South Melbourne,Australia,AW00017050,Cristina Xie,1976-05-23,Married,Female,80000.00,4,4,Graduate Degree,Management,1,1,2020-02-24
17051,Brisbane,Australia,AW00017051,Jessie Ortega,1973-08-25,Married,Female,60000.00,2,2,Bachelors,Professional,1,1,2020-02-03
17052,Darlinghurst,Australia,AW00017052,Rafael Nara,1979-04-18,Married,Male,70000.00,5,5,Bachelors,Professional,1,3,2022-04-20
17053,South Melbourne,Australia,AW00017053,Deanna Raman,1974-01-25,Married,Female,70000.00,5,5,Bachelors,Professional,1,3,2022-05-23
17054,Newcastle,Australia,AW00017054,Shawn Raje,1978-08-22,Married,Male,70000.00,5,5,Bachelors,Professional,1,3,2022-05-28
17055,Darlinghurst,Australia,AW00017055,Willie She,1986-05-05,Single,Male,110000.00,1,0,Graduate Degree,Management,1,1,2020-03-04
17056,Lavender Bay,Australia,AW00017056,Shaun Lal,1975-03-16,Single,Male,110000.00,1,0,Graduate Degree,Management,1,1,2020-03-22
17057,Malabar,Australia,AW00017057,Tasha Raji,1975-02-24,Married,Female,110000.00,1,0,Graduate Degree,Management,1,1,2022-04-17
17058,Hervey Bay,Australia,AW00017058,Destiny Lee,1973-01-07,Married,Female,70000.00,5,5,Bachelors,Professional,1,4,2022-08-12
17059,Port Macquarie,Australia,AW00017059,Louis Chen,1978-01-02,Married,Male,70000.00,5,5,Bachelors,Professional,1,4,2022-06-11
17060,Brisbane,Australia,AW00017060,Gerald Sanz,1972-09-16,Married,Male,80000.00,5,5,Graduate Degree,Management,1,2,2022-07-14
17061,Silverwater,Australia,AW00017061,Brandi Alonso,1978-10-07,Married,Female,80000.00,5,5,Graduate Degree,Management,1,3,2022-07-13
17062,Goulburn,Australia,AW00017062,Christy Lu,1973-05-26,Married,Female,80000.00,5,5,Graduate Degree,Management,1,3,2022-01-29
17063,Silverwater,Australia,AW00017063,Jaclyn Wang,1971-12-15,Married,Female,80000.00,5,5,Bachelors,Professional,1,4,2022-02-21
17064,Port Macquarie,Australia,AW00017064,Stephanie Gray,1977-05-20,Married,Female,90000.00,0,0,Bachelors,Professional,1,0,2020-03-14
17065,Gold Coast,Australia,AW00017065,Cedric Chen,1982-10-21,Married,Male,100000.00,0,0,Graduate Degree,Management,1,0,2020-03-06
17066,Rockhampton,Australia,AW00017066,Lori Serrano,1970-10-06,Married,Female,60000.00,3,3,Bachelors,Professional,1,1,2022-08-05
17067,Sunbury,Australia,AW00017067,Adrienne Alvarez,1976-03-19,Single,Female,60000.00,3,3,Bachelors,Professional,1,1,2022-08-26
17068,Hervey Bay,Australia,AW00017068,Thomas Smith,1974-03-02,Single,Male,70000.00,0,0,Bachelors,Professional,0,1,2022-06-29
17069,Port Macquarie,Australia,AW00017069,Christy Zheng,1979-12-12,Single,Female,70000.00,0,0,Bachelors,Professional,0,1,2020-03-12
17070,Sydney,Australia,AW00017070,Margaret Huang,1979-11-02,Married,Female,80000.00,5,5,Bachelors,Professional,1,4,2022-02-12
17071,North Sydney,Australia,AW00017071,Tammy Raji,1970-08-18,Single,Female,70000.00,0,0,Bachelors,Professional,1,1,2020-03-02
17072,Lavender Bay,Australia,AW00017072,Kaitlin Kapoor,1969-11-07,Married,Female,60000.00,3,3,Bachelors,Professional,1,2,2022-10-21
17073,Hobart,Australia,AW00017073,Jonathon Carlson,1969-09-12,Married,Male,60000.00,3,3,Bachelors,Professional,1,2,2022-08-03
17074,Seaford,Australia,AW00017074,Ruben Malhotra,1969-08-23,Married,Male,60000.00,4,4,Bachelors,Professional,1,2,2022-01-30
17075,Coffs Harbour,Australia,AW00017075,Aimee Guo,1970-01-10,Married,Female,60000.00,4,4,Bachelors,Professional,1,3,2022-08-18
17076,Cranbourne,Australia,AW00017076,Neil Serrano,1974-11-18,Married,Male,60000.00,5,5,Bachelors,Professional,1,3,2022-08-10
17077,Lane Cove,Australia,AW00017077,Ronald Raman,1968-08-27,Single,Male,60000.00,3,2,Bachelors,Professional,0,2,2022-03-02
17078,Darlinghurst,Australia,AW00017078,Jenny Zhu,1969-02-01,Single,Female,70000.00,0,0,Bachelors,Professional,0,1,2022-02-04
17079,Sunbury,Australia,AW00017079,Tracy Rai,1968-08-13,Single,Female,70000.00,0,0,Bachelors,Professional,0,1,2020-03-22
17080,Versailles,France,AW00017080,Katelyn Peterson,1984-01-17,Single,Female,30000.00,0,0,Partial College,Clerical,1,1,2021-01-26
17081,Lille,France,AW00017081,Jennifer Murphy,1985-02-04,Single,Female,30000.00,0,0,Partial College,Clerical,0,1,2022-07-07
17082,Hamburg,Germany,AW00017082,Morgan Smith,1979-11-20,Single,Female,30000.00,0,0,Partial College,Clerical,0,1,2021-08-18
17083,Paderborn,Germany,AW00017083,Priscilla Raje,1985-08-13,Single,Female,30000.00,0,0,Partial College,Clerical,1,1,2022-03-27
17084,Lille,France,AW00017084,Byron Serrano,1986-05-14,Single,Male,20000.00,0,0,Partial High School,Manual,0,2,2022-10-08
17085,Stoke-on-Trent,United Kingdom,AW00017085,Edwin Deng,1979-10-06,Married,Male,40000.00,1,1,Bachelors,Skilled Manual,1,0,2021-06-13
17086,Bottrop,Germany,AW00017086,Xavier Anderson,1979-04-08,Single,Male,30000.00,0,0,High School,Manual,0,1,2021-08-14
17087,London,United Kingdom,AW00017087,Jésus Dominguez,1977-12-21,Married,Male,10000.00,0,0,Partial High School,Manual,0,2,2022-07-20
17088,Paris,France,AW00017088,Wayne Yuan,1978-01-29,Single,Male,10000.00,0,0,Partial High School,Manual,1,2,2022-07-20
17089,Hamburg,Germany,AW00017089,Crystal Zhu,1978-05-03,Married,Female,10000.00,0,0,Partial High School,Manual,0,2,2022-06-08
17090,Bonn,Germany,AW00017090,Leslie Alvarez,1978-02-13,Single,Female,10000.00,0,0,Partial High School,Manual,0,2,2022-10-15
17091,Duesseldorf,Germany,AW00017091,Tammy Patel,1977-10-20,Married,Female,10000.00,0,0,Partial High School,Manual,0,2,2022-12-19
17092,Berlin,Germany,AW00017092,Devon Beck,1979-06-11,Married,Male,40000.00,1,1,Bachelors,Skilled Manual,1,0,2022-02-09
17093,Paderborn,Germany,AW00017093,Seth Sanchez,1979-02-15,Married,Male,40000.00,1,1,Bachelors,Skilled Manual,1,1,2021-08-21
17094,London,United Kingdom,AW00017094,Julio Dominguez,1979-01-03,Single,Male,50000.00,0,0,Graduate Degree,Skilled Manual,1,0,2021-06-22
17095,Versailles,France,AW00017095,Logan Garcia,1977-08-05,Single,Male,20000.00,0,0,Partial High School,Manual,0,2,2021-01-03
17096,Hof,Germany,AW00017096,Samantha Bennett,1978-04-19,Married,Female,20000.00,0,0,Partial High School,Manual,0,2,2021-08-24
17097,Watford,United Kingdom,AW00017097,Deanna Kapoor,1977-08-05,Single,Female,30000.00,0,0,High School,Manual,0,1,2021-06-05
17098,Wokingham,United Kingdom,AW00017098,Willie Shan,1977-07-15,Single,Male,30000.00,0,0,High School,Manual,0,1,2021-06-05
17099,Sèvres,France,AW00017099,Joel Fernandez,1978-05-17,Single,Male,30000.00,0,0,High School,Manual,0,1,2021-02-22
17100,Paderborn,Germany,AW00017100,Vincent Wang,1977-08-02,Single,Male,30000.00,0,0,High School,Manual,1,1,2022-09-23
17101,London,United Kingdom,AW00017101,Shannon Gutierrez,1978-05-03,Single,Male,30000.00,0,0,High School,Manual,1,1,2022-03-19
17102,Sulzbach Taunus,Germany,AW00017102,Andres Goel,1978-01-11,Single,Male,30000.00,0,0,High School,Manual,1,1,2022-03-12
17103,Berlin,Germany,AW00017103,Franklin Xu,1978-03-14,Married,Male,40000.00,1,1,Partial College,Clerical,1,1,2021-08-13
17104,München,Germany,AW00017104,Clifford Rodriguez,1983-03-04,Single,Male,40000.00,2,2,Partial College,Clerical,1,0,2022-03-29
17105,Runcorn,United Kingdom,AW00017105,Madison Walker,1977-05-25,Single,Female,10000.00,0,0,Partial High School,Manual,0,2,2022-02-09
17106,Pantin,France,AW00017106,Gina Jiménez,1976-09-18,Single,Female,10000.00,0,0,Partial High School,Manual,0,2,2022-10-03
17107,Werne,Germany,AW00017107,Priscilla Yuan,1976-08-01,Single,Female,20000.00,0,0,Partial High School,Manual,0,2,2021-08-24
17108,Verrieres Le Buisson,France,AW00017108,Susan Xu,1977-03-08,Single,Female,20000.00,0,0,Partial High School,Manual,0,2,2022-09-04
17109,Versailles,France,AW00017109,Sydney Wilson,1976-11-16,Single,Female,30000.00,0,0,High School,Manual,0,1,2021-03-28
17110,Oxon,United Kingdom,AW00017110,Meredith Garcia,1977-05-03,Single,Female,30000.00,0,0,High School,Manual,1,1,2022-03-31
17111,Berlin,Germany,AW00017111,Jenny Chande,1975-11-15,Married,Female,40000.00,2,2,Partial College,Clerical,0,0,2022-02-23
17112,Gateshead,United Kingdom,AW00017112,Janet Jimenez,1976-01-18,Married,Female,40000.00,2,2,Partial College,Clerical,0,0,2022-07-18
17113,Offenbach,Germany,AW00017113,Clarence Pal,1976-10-19,Single,Male,40000.00,2,2,Partial College,Clerical,1,1,2022-08-19
17114,Sulzbach Taunus,Germany,AW00017114,Jarrod Mehta,1982-10-08,Single,Male,40000.00,2,2,Partial College,Clerical,1,1,2021-08-21
17115,Esher-Molesey,United Kingdom,AW00017115,Karen Xu,1976-08-11,Married,Female,40000.00,2,2,Partial College,Clerical,0,2,2021-06-27
17116,Cliffside,Canada,AW00017116,Alison Nath,1985-07-20,Single,Female,40000.00,3,3,Partial College,Clerical,1,2,2022-07-10
17117,Colma,United States,AW00017117,Lydia Prasad,1979-11-24,Married,Female,40000.00,3,3,Partial College,Clerical,0,2,2022-11-09
17118,Bremerton,United States,AW00017118,Sara Blue,1980-01-04,Single,Female,30000.00,0,0,Graduate Degree,Skilled Manual,1,0,2022-05-23
17119,Shawnee,Canada,AW00017119,Isabella Harris,1980-11-02,Single,Female,40000.00,4,4,Partial College,Clerical,1,1,2022-02-24
17120,Clay,United States,AW00017120,Michele Raje,1971-11-13,Single,Female,60000.00,0,0,Graduate Degree,Skilled Manual,1,0,2022-05-22
17121,Seattle,United States,AW00017121,Lucas Bryant,1977-08-16,Single,Male,60000.00,0,0,Graduate Degree,Skilled Manual,1,0,2022-05-28
17122,Bellflower,United States,AW00017122,Gabrielle Gonzalez,1971-09-15,Single,Female,60000.00,0,0,Graduate Degree,Skilled Manual,1,0,2022-04-05
17123,Colma,United States,AW00017123,Pedro Romero,1959-03-26,Married,Male,30000.00,1,0,Bachelors,Skilled Manual,1,1,2022-06-16
17124,Burien,United States,AW00017124,Kaitlin Madan,1959-02-09,Married,Female,30000.00,1,0,Bachelors,Skilled Manual,1,1,2022-06-13
17125,Victoria,Canada,AW00017125,Paige Rogers,1965-11-15,Married,Female,20000.00,3,0,Partial High School,Manual,0,2,2022-10-08
17126,Shawnee,Canada,AW00017126,Natalie Perry,1950-04-07,Single,Female,70000.00,4,0,Bachelors,Management,0,2,2022-08-14
17127,Puyallup,United States,AW00017127,Makayla Gray,1950-11-30,Single,Female,40000.00,4,0,High School,Professional,1,2,2022-05-22
17128,Torrance,United States,AW00017128,Fernando Alexander,1951-06-05,Single,Male,40000.00,4,0,High School,Professional,1,2,2022-05-22
17129,Coronado,United States,AW00017129,Gabrielle Powell,1950-12-09,Single,Female,40000.00,4,0,High School,Professional,1,2,2022-05-23
17130,National City,United States,AW00017130,Janet Turner,1956-11-04,Single,Female,70000.00,4,0,Bachelors,Management,1,2,2022-03-05
17131,Seattle,United States,AW00017131,Lauren Henderson,1950-08-31,Single,Female,70000.00,4,0,Bachelors,Management,1,2,2022-12-10
17132,Tacoma,United States,AW00017132,Isabella James,1951-06-05,Single,Female,70000.00,5,0,Bachelors,Management,1,2,2022-12-05
17133,Marysville,United States,AW00017133,Lucas Kelly,1952-05-14,Single,Male,70000.00,5,0,Bachelors,Management,1,3,2022-11-02
17134,Bellingham,United States,AW00017134,Tabitha Mehta,1952-05-22,Single,Female,70000.00,5,0,Bachelors,Management,0,4,2022-11-13
17135,Woodburn,United States,AW00017135,Richard Edwards,1952-04-10,Single,Male,70000.00,5,0,Bachelors,Management,1,4,2022-11-20
17136,Beaverton,United States,AW00017136,Glenn Ye,1952-02-24,Single,Male,70000.00,5,0,Bachelors,Management,1,4,2022-11-06
17137,Issaquah,United States,AW00017137,Jason Washington,1952-06-03,Single,Male,60000.00,4,0,Bachelors,Management,1,2,2022-02-21
17138,El Cajon,United States,AW00017138,Melanie Jenkins,1957-07-04,Single,Female,60000.00,4,0,Bachelors,Management,1,2,2022-03-23
17139,San Carlos,United States,AW00017139,Jade Rivera,1952-11-22,Single,Female,70000.00,2,1,Partial College,Professional,1,1,2022-11-07
17140,Redmond,United States,AW00017140,Sean Peterson,1952-11-05,Married,Male,70000.00,2,1,Partial College,Professional,1,1,2022-11-17
17141,Salem,United States,AW00017141,Makayla Rogers,1952-11-07,Single,Female,70000.00,2,1,Partial College,Professional,1,1,2022-11-28
17142,Glendale,United States,AW00017142,Seth Flores,1952-10-15,Married,Male,60000.00,5,0,Bachelors,Management,1,3,2022-05-26
17143,Oak Bay,Canada,AW00017143,David Ross,1959-08-31,Married,Male,40000.00,2,1,High School,Professional,1,2,2022-07-06
17144,Burien,United States,AW00017144,Luis Griffin,1953-08-19,Married,Male,60000.00,2,1,Partial College,Professional,1,1,2022-05-27
17145,Concord,United States,AW00017145,Sarah Bennett,1964-10-09,Single,Female,60000.00,2,1,Partial College,Professional,1,2,2022-11-13
17146,Glendale,United States,AW00017146,Juan Cook,1953-08-12,Single,Male,60000.00,2,1,Bachelors,Management,1,0,2022-11-05
17147,Langley,Canada,AW00017147,Jennifer Nelson,1954-11-21,Single,Female,40000.00,2,1,High School,Professional,1,2,2022-08-04
17148,Oak Bay,Canada,AW00017148,Hailey Henderson,1955-01-14,Single,Female,40000.00,2,1,Partial High School,Skilled Manual,1,2,2022-08-26
17149,Marysville,United States,AW00017149,Steven Richardson,1960-04-18,Married,Male,60000.00,2,1,Partial College,Professional,1,2,2022-06-10
17150,Milwaukie,United States,AW00017150,Wyatt Wright,1960-08-01,Married,Male,60000.00,2,1,Partial College,Professional,1,2,2022-06-18
17151,Puyallup,United States,AW00017151,Jasmine Alexander,1960-07-17,Single,Female,60000.00,2,1,Partial College,Professional,1,2,2023-01-28
17152,Woodburn,United States,AW00017152,Jack Wang,1955-05-07,Single,Male,60000.00,2,1,Partial College,Professional,1,2,2022-08-01
17153,Burbank,United States,AW00017153,Devin Butler,1954-08-20,Married,Male,60000.00,2,1,Bachelors,Management,1,0,2022-06-17
17154,Burbank,United States,AW00017154,Geoffrey Martinez,1955-02-17,Married,Male,60000.00,2,1,Bachelors,Management,1,0,2022-06-15
17155,El Cajon,United States,AW00017155,Samuel Lewis,1954-10-19,Married,Male,60000.00,2,1,Partial College,Professional,1,0,2022-08-02
17156,Novato,United States,AW00017156,Hailey Gonzales,1971-08-08,Single,Female,70000.00,4,1,Partial College,Professional,1,2,2022-11-06
17157,Woodland Hills,United States,AW00017157,Wyatt Johnson,1955-06-16,Married,Male,70000.00,5,1,Partial College,Professional,1,2,2022-10-29
17158,Bellingham,United States,AW00017158,Mitchell Nara,1955-11-13,Married,Male,60000.00,2,1,Partial College,Professional,1,2,2022-03-22
17159,Bellingham,United States,AW00017159,Kellie Ruiz,1956-04-02,Single,Female,60000.00,2,1,Partial College,Professional,1,2,2022-06-05
17160,Bremerton,United States,AW00017160,Louis Andersen,1955-07-04,Married,Male,60000.00,2,1,Partial College,Professional,1,2,2022-11-12
17161,Kirkland,United States,AW00017161,Katherine Lopez,1956-04-14,Single,Female,60000.00,2,1,Partial College,Professional,1,2,2022-03-27
